0.2.1.1.0;0.2.1.1.0.0;77775 / 77800;0
0.2.1.1.0.0.2.1;0.2.1.1.0.0.2.1.5;200 / 200;0
0.2.1.1.0.0.2.1;0.2.1.1.0.0.2.1.6;900 / 900;0
0.2.1.1.0.0.2.1;0.2.1.1.0.0.2.1.7;300 / 300;0
0.2.1.1.0.0.2.1;0.2.1.1.0.0.2.1.8;200 / 200;0
0.2.1.1.0.0.3.0;0.2.1.1.0.0.3.0.0;300 / 300;0
0.2.1.1.0.0.3.0;0.2.1.1.0.0.3.0.1;500 / 500;0
0.2.1.1.0.0.3.0;0.2.1.1.0.0.3.0.2;800 / 800;0
0.2.1.1.0.0.3.0;0.2.1.1.0.0.3.0.3;200 / 200;0
0.2.1.1.0.0.3.0;0.2.1.1.0.0.3.0.4;800 / 800;0
0.2.1.1.0.0.3.0;0.2.1.1.0.0.3.0.5;400 / 400;0
0.2.1.1.0.0.3.0;0.2.1.1.0.0.3.0.6;600 / 600;0
0.2.1.1.0.0.3.0;0.2.1.1.0.0.3.0.7;300 / 300;0
0.2.1.1.0.0.3.0;0.2.1.1.0.0.3.0.8;500 / 500;0
0.2.1.1.0.0.3.1;0.2.1.1.0.0.3.1.0;400 / 400;0
0.2.1.1.0.0.3.1;0.2.1.1.0.0.3.1.1;500 / 500;0
0.2.1.1.0.0.3.1;0.2.1.1.0.0.3.1.2;500 / 500;0
0.2.1.1.0.0.3.1;0.2.1.1.0.0.3.1.3;900 / 900;0
0.2.1.1.0.0.3.1;0.2.1.1.0.0.3.1.4;300 / 300;0
0.2.1.1.0.0.3.1;0.2.1.1.0.0.3.1.5;200 / 200;0
0.2.1.1.0.0.3.1;0.2.1.1.0.0.3.1.6;400 / 400;0
0.2.1.1.0.0.3.1;0.2.1.1.0.0.3.1.7;400 / 400;0
0.2.1.1.0.0.3.1;0.2.1.1.0.0.3.1.8;700 / 700;0
0.2.1.1.0.0.4.0;0.2.1.1.0.0.4.0.0;500 / 500;0
0.2.1.1.0.0.4.0;0.2.1.1.0.0.4.0.1;500 / 500;0
0.2.1.1.0.0.4.0;0.2.1.1.0.0.4.0.2;500 / 500;0
0.2.1.1.0.0.4.0;0.2.1.1.0.0.4.0.3;500 / 500;0
0.2.1.1.0.0.4.0;0.2.1.1.0.0.4.0.4;300 / 300;0
0.2.1.1.0.0.4.0;0.2.1.1.0.0.4.0.5;300 / 300;0
0.2.1.1.0.0.4.0;0.2.1.1.0.0.4.0.6;600 / 600;0
0.2.1.1.0.0.4.0;0.2.1.1.0.0.4.0.7;500 / 500;0
0.2.1.1.0.0.4.0;0.2.1.1.0.0.4.0.8;500 / 500;0
0.2.1.1.0.0.4.1;0.2.1.1.0.0.4.1.0;300 / 300;0
0.2.1.1.0.0.4.1;0.2.1.1.0.0.4.1.1;400 / 400;0
0.2.1.1.0.0.4.1;0.2.1.1.0.0.4.1.2;500 / 500;0
0.2.1.1.0.0.4.1;0.2.1.1.0.0.4.1.3;900 / 900;0
0.2.1.1.0.0.4.1;0.2.1.1.0.0.4.1.4;400 / 400;0
0.2.1.1.0.0.4.1;0.2.1.1.0.0.4.1.5;700 / 700;0
0.2.1.1.0.0.4.1;0.2.1.1.0.0.4.1.6;100 / 100;0
0.2.1.1.0.0.4.1;0.2.1.1.0.0.4.1.7;400 / 400;0
0.2.1.1.0.0.4.1;0.2.1.1.0.0.4.1.8;400 / 400;0
0.2.1.1.0.0.5.0;0.2.1.1.0.0.5.0.0;800 / 800;0
0.2.1.1.0.0.5.0;0.2.1.1.0.0.5.0.1;1600 / 1600;0
0.2.1.1.0.0.5.0;0.2.1.1.0.0.5.0.2;797 / 800;0
0.2.1.1.0.0.5.0;0.2.1.1.0.0.5.0.3;998 / 1000;0
0.2.1.1.0.0.5.0;0.2.1.1.0.0.5.0.4;699 / 700;0
0.2.1.1.0.0.5.0;0.2.1.1.0.0.5.0.5;791 / 800;0
0.2.1.1.0.0.5.0;0.2.1.1.0.0.5.0.6;1100 / 1100;0
0.2.1.1.0.0.5.0;0.2.1.1.0.0.5.0.7;1696 / 1700;0
0.2.1.1.0.0.5.0;0.2.1.1.0.0.5.0.8;999 / 1000;0
0.2.1.1.0.0.6.0;0.2.1.1.0.0.6.0.0;600 / 600;0
0.2.1.1.0.0.6.0;0.2.1.1.0.0.6.0.1;500 / 500;0
0.2.1.1.0.0.6.0;0.2.1.1.0.0.6.0.2;400 / 400;0
0.2.1.1.0.0.6.0;0.2.1.1.0.0.6.0.3;100 / 100;0
0.2.1.1.0.0.6.0;0.2.1.1.0.0.6.0.4;400 / 400;0
0.2.1.1.0.0.6.0;0.2.1.1.0.0.6.0.5;398 / 400;0
0.2.1.1.0.0.6.0;0.2.1.1.0.0.6.0.6;600 / 600;0
0.2.1.1.0.0.6.0;0.2.1.1.0.0.6.0.7;400 / 400;0
0.2.1.1.0.0.6.0;0.2.1.1.0.0.6.0.8;700 / 700;0
0.2.1.1.0.0.6.1;0.2.1.1.0.0.6.1.0;1100 / 1100;0
0.2.1.1.0.0.6.1;0.2.1.1.0.0.6.1.1;200 / 200;0
0.2.1.1.0.0.6.1;0.2.1.1.0.0.6.1.2;800 / 800;0
0.2.1.1.0.0.6.1;0.2.1.1.0.0.6.1.3;399 / 400;0
0.2.1.1.0.0.6.1;0.2.1.1.0.0.6.1.4;699 / 700;0
0.2.1.1.0.0.6.1;0.2.1.1.0.0.6.1.6;400 / 400;0
0.2.1.1.0.0.6.1;0.2.1.1.0.0.6.1.7;200 / 200;0
0.2.1.1.0.0.6.1;0.2.1.1.0.0.6.1.8;200 / 200;0
0.2.1.1.0.0.7.0;0.2.1.1.0.0.7.0.0;400 / 400;0
0.2.1.1.0.0.7.0;0.2.1.1.0.0.7.0.1;900 / 900;0
0.2.1.1.0.0.7.0;0.2.1.1.0.0.7.0.2;500 / 500;0
0.2.1.1.0.0.7.0;0.2.1.1.0.0.7.0.3;200 / 200;0
0.2.1.1.0.0.7.0;0.2.1.1.0.0.7.0.4;100 / 100;0
0.2.1.1.0.0.7.0;0.2.1.1.0.0.7.0.5;100 / 100;0
0.2.1.1.0.0.7.0;0.2.1.1.0.0.7.0.6;200 / 200;0
0.2.1.1.0.0.7.0;0.2.1.1.0.0.7.0.7;300 / 300;0
0.2.1.1.0.0.7.0;0.2.1.1.0.0.7.0.8;100 / 100;0
0.2.1.1.0.0.7.1;0.2.1.1.0.0.7.1.0;200 / 200;0
0.2.1.1.0.0.7.1;0.2.1.1.0.0.7.1.1;500 / 500;0
0.2.1.1.0.0.7.1;0.2.1.1.0.0.7.1.2;200 / 200;0
0.2.1.1.0.0.7.1;0.2.1.1.0.0.7.1.3;300 / 300;0
0.2.1.1.0.0.7.1;0.2.1.1.0.0.7.1.4;500 / 500;0
0.2.1.1.0.0.7.1;0.2.1.1.0.0.7.1.5;200 / 200;0
0.2.1.1.0.0.7.1;0.2.1.1.0.0.7.1.6;300 / 300;0
0.2.1.1.0.0.7.1;0.2.1.1.0.0.7.1.7;300 / 300;0
0.2.1.1.0.0.7.1;0.2.1.1.0.0.7.1.8;300 / 300;0
0.2.1.1.0.0.7.2;0.2.1.1.0.0.7.2.0;400 / 400;0
0.2.1.1.0.0.7.2;0.2.1.1.0.0.7.2.1;300 / 300;0
0.2.1.1.0.0.7.2;0.2.1.1.0.0.7.2.2;400 / 400;0
0.2.1.1.0.0.7.2;0.2.1.1.0.0.7.2.3;300 / 300;0
0.2.1.1.0.0.7.2;0.2.1.1.0.0.7.2.4;500 / 500;0
0.2.1.1.0.0.7.2;0.2.1.1.0.0.7.2.5;200 / 200;0
0.2.1.1.0.0.7.2;0.2.1.1.0.0.7.2.6;300 / 300;0
0.2.1.1.0.0.7.2;0.2.1.1.0.0.7.2.7;200 / 200;0
0.2.1.1.0.0.7.2;0.2.1.1.0.0.7.2.8;200 / 200;0
0.2.1.1.0.0.8.0;0.2.1.1.0.0.8.0.0;300 / 300;0
0.2.1.1.0.0.8.0;0.2.1.1.0.0.8.0.1;1000 / 1000;0
0.2.1.1.0.0.8.0;0.2.1.1.0.0.8.0.2;800 / 800;0
0.2.1.1.0.0.8.0;0.2.1.1.0.0.8.0.3;400 / 400;0
0.2.1.1.0.0.8.0;0.2.1.1.0.0.8.0.4;500 / 500;0
0.2.1.1.0.0.8.0;0.2.1.1.0.0.8.0.5;300 / 300;0
0.2.1.1.0.0.8.0;0.2.1.1.0.0.8.0.6;600 / 600;0
0.2.1.1.0.0.8.0;0.2.1.1.0.0.8.0.7;300 / 300;0
0.2.1.1.0.0.8.0;0.2.1.1.0.0.8.0.8;400 / 400;0
0.2.1.1.0.0.8.1;0.2.1.1.0.0.8.1.0;800 / 800;0
0.2.1.1.0.0.8.1;0.2.1.1.0.0.8.1.1;400 / 400;0
0.2.1.1.0.0.8.1;0.2.1.1.0.0.8.1.2;500 / 500;0
0.2.1.1.0.0.8.1;0.2.1.1.0.0.8.1.3;500 / 500;0
0.2.1.1.0.0.8.1;0.2.1.1.0.0.8.1.4;300 / 300;0
0.2.1.1.0.0.8.1;0.2.1.1.0.0.8.1.5;500 / 500;0
0.2.1.1.0.0.8.1;0.2.1.1.0.0.8.1.6;300 / 300;0
0.2.1.1.0.0.8.1;0.2.1.1.0.0.8.1.7;500 / 500;0
0.2.1.1.0.0.8.1;0.2.1.1.0.0.8.1.8;700 / 700;0
0.2.1.1.0.0.0.0.0;0.2.1.1.0.0.0.0.0.0;100 / 100;0
0.2.1.1.0.0.0.0.0;0.2.1.1.0.0.0.0.0.1;100 / 100;0
0.2.1.1.0.0.0.0.0;0.2.1.1.0.0.0.0.0.2;100 / 100;0
0.2.1.1.0.0.0.0.1;0.2.1.1.0.0.0.0.1.0;100 / 100;0
0.2.1.1.0.0.0.0.1;0.2.1.1.0.0.0.0.1.1;100 / 100;0
0.2.1.1.0.0.0.0.1;0.2.1.1.0.0.0.0.1.2;100 / 100;0
0.2.1.1.0.0.0.0.3;0.2.1.1.0.0.0.0.3.0;100 / 100;0
0.2.1.1.0.0.0.0.3;0.2.1.1.0.0.0.0.3.1;100 / 100;0
0.2.1.1.0.0.0.0.3;0.2.1.1.0.0.0.0.3.2;100 / 100;0
0.2.1.1.0.0.0.0.3;0.2.1.1.0.0.0.0.3.3;100 / 100;0
0.2.1.1.0.0.0.0.4;0.2.1.1.0.0.0.0.4.0;100 / 100;0
0.2.1.1.0.0.0.0.4;0.2.1.1.0.0.0.0.4.1;100 / 100;0
0.2.1.1.0.0.0.0.4;0.2.1.1.0.0.0.0.4.2;100 / 100;0
0.2.1.1.0.0.0.0.4;0.2.1.1.0.0.0.0.4.3;100 / 100;0
0.2.1.1.0.0.0.0.4;0.2.1.1.0.0.0.0.4.4;100 / 100;0
0.2.1.1.0.0.0.0.4;0.2.1.1.0.0.0.0.4.5;100 / 100;0
0.2.1.1.0.0.0.0.5;0.2.1.1.0.0.0.0.5.0;100 / 100;0
0.2.1.1.0.0.0.0.5;0.2.1.1.0.0.0.0.5.1;100 / 100;0
0.2.1.1.0.0.0.0.5;0.2.1.1.0.0.0.0.5.2;100 / 100;0
0.2.1.1.0.0.0.0.5;0.2.1.1.0.0.0.0.5.3;100 / 100;0
0.2.1.1.0.0.0.0.5;0.2.1.1.0.0.0.0.5.4;100 / 100;0
0.2.1.1.0.0.0.0.5;0.2.1.1.0.0.0.0.5.5;100 / 100;0
0.2.1.1.0.0.0.0.5;0.2.1.1.0.0.0.0.5.6;100 / 100;0
0.2.1.1.0.0.0.0.5;0.2.1.1.0.0.0.0.5.7;100 / 100;0
0.2.1.1.0.0.0.0.5;0.2.1.1.0.0.0.0.5.8;100 / 100;0
0.2.1.1.0.0.0.0.6;0.2.1.1.0.0.0.0.6.0;100 / 100;0
0.2.1.1.0.0.0.0.7;0.2.1.1.0.0.0.0.7.0;100 / 100;0
0.2.1.1.0.0.0.0.7;0.2.1.1.0.0.0.0.7.1;100 / 100;0
0.2.1.1.0.0.0.0.7;0.2.1.1.0.0.0.0.7.2;100 / 100;0
0.2.1.1.0.0.0.0.7;0.2.1.1.0.0.0.0.7.3;100 / 100;0
0.2.1.1.0.0.0.0.8;0.2.1.1.0.0.0.0.8.0;100 / 100;0
0.2.1.1.0.0.0.0.8;0.2.1.1.0.0.0.0.8.1;100 / 100;0
0.2.1.1.0.0.0.0.8;0.2.1.1.0.0.0.0.8.2;100 / 100;0
0.2.1.1.0.0.0.0.8;0.2.1.1.0.0.0.0.8.3;100 / 100;0
0.2.1.1.0.0.0.0.8;0.2.1.1.0.0.0.0.8.4;100 / 100;0
0.2.1.1.0.0.0.0.8;0.2.1.1.0.0.0.0.8.5;100 / 100;0
0.2.1.1.0.0.0.0.8;0.2.1.1.0.0.0.0.8.6;100 / 100;0
0.2.1.1.0.0.0.1.0;0.2.1.1.0.0.0.1.0.0;100 / 100;0
0.2.1.1.0.0.0.1.0;0.2.1.1.0.0.0.1.0.1;100 / 100;0
0.2.1.1.0.0.0.1.0;0.2.1.1.0.0.0.1.0.2;100 / 100;0
0.2.1.1.0.0.0.1.1;0.2.1.1.0.0.0.1.1.0;100 / 100;0
0.2.1.1.0.0.0.1.1;0.2.1.1.0.0.0.1.1.1;100 / 100;0
0.2.1.1.0.0.0.1.1;0.2.1.1.0.0.0.1.1.2;100 / 100;0
0.2.1.1.0.0.0.1.2;0.2.1.1.0.0.0.1.2.0;100 / 100;0
0.2.1.1.0.0.0.1.2;0.2.1.1.0.0.0.1.2.1;100 / 100;0
0.2.1.1.0.0.0.1.2;0.2.1.1.0.0.0.1.2.2;100 / 100;0
0.2.1.1.0.0.0.1.3;0.2.1.1.0.0.0.1.3.0;100 / 100;0
0.2.1.1.0.0.0.1.3;0.2.1.1.0.0.0.1.3.1;100 / 100;0
0.2.1.1.0.0.0.1.3;0.2.1.1.0.0.0.1.3.2;100 / 100;0
0.2.1.1.0.0.0.1.3;0.2.1.1.0.0.0.1.3.3;100 / 100;0
0.2.1.1.0.0.0.1.3;0.2.1.1.0.0.0.1.3.4;100 / 100;0
0.2.1.1.0.0.0.1.3;0.2.1.1.0.0.0.1.3.5;100 / 100;0
0.2.1.1.0.0.0.1.4;0.2.1.1.0.0.0.1.4.0;100 / 100;0
0.2.1.1.0.0.0.1.4;0.2.1.1.0.0.0.1.4.1;100 / 100;0
0.2.1.1.0.0.0.1.4;0.2.1.1.0.0.0.1.4.2;100 / 100;0
0.2.1.1.0.0.0.1.4;0.2.1.1.0.0.0.1.4.3;100 / 100;0
0.2.1.1.0.0.0.1.4;0.2.1.1.0.0.0.1.4.4;100 / 100;0
0.2.1.1.0.0.0.1.4;0.2.1.1.0.0.0.1.4.5;100 / 100;0
0.2.1.1.0.0.0.1.5;0.2.1.1.0.0.0.1.5.0;100 / 100;0
0.2.1.1.0.0.0.1.5;0.2.1.1.0.0.0.1.5.1;100 / 100;0
0.2.1.1.0.0.0.1.6;0.2.1.1.0.0.0.1.6.0;100 / 100;0
0.2.1.1.0.0.0.1.6;0.2.1.1.0.0.0.1.6.1;100 / 100;0
0.2.1.1.0.0.0.1.6;0.2.1.1.0.0.0.1.6.2;100 / 100;0
0.2.1.1.0.0.0.1.6;0.2.1.1.0.0.0.1.6.3;100 / 100;0
0.2.1.1.0.0.0.1.6;0.2.1.1.0.0.0.1.6.4;100 / 100;0
0.2.1.1.0.0.0.1.6;0.2.1.1.0.0.0.1.6.5;100 / 100;0
0.2.1.1.0.0.0.1.7;0.2.1.1.0.0.0.1.7.0;100 / 100;0
0.2.1.1.0.0.0.1.7;0.2.1.1.0.0.0.1.7.1;100 / 100;0
0.2.1.1.0.0.0.1.7;0.2.1.1.0.0.0.1.7.2;100 / 100;0
0.2.1.1.0.0.0.1.7;0.2.1.1.0.0.0.1.7.3;100 / 100;0
0.2.1.1.0.0.0.1.7;0.2.1.1.0.0.0.1.7.4;100 / 100;0
0.2.1.1.0.0.0.1.7;0.2.1.1.0.0.0.1.7.5;100 / 100;0
0.2.1.1.0.0.0.1.8;0.2.1.1.0.0.0.1.8.0;100 / 100;0
0.2.1.1.0.0.1.0.0;0.2.1.1.0.0.1.0.0.0;100 / 100;0
0.2.1.1.0.0.1.0.0;0.2.1.1.0.0.1.0.0.1;100 / 100;0
0.2.1.1.0.0.1.0.0;0.2.1.1.0.0.1.0.0.2;100 / 100;0
0.2.1.1.0.0.1.0.1;0.2.1.1.0.0.1.0.1.0;100 / 100;0
0.2.1.1.0.0.1.0.1;0.2.1.1.0.0.1.0.1.1;100 / 100;0
0.2.1.1.0.0.1.0.1;0.2.1.1.0.0.1.0.1.2;100 / 100;0
0.2.1.1.0.0.1.0.1;0.2.1.1.0.0.1.0.1.3;100 / 100;0
0.2.1.1.0.0.1.0.1;0.2.1.1.0.0.1.0.1.4;100 / 100;0
0.2.1.1.0.0.1.0.2;0.2.1.1.0.0.1.0.2.0;100 / 100;0
0.2.1.1.0.0.1.0.2;0.2.1.1.0.0.1.0.2.1;100 / 100;0
0.2.1.1.0.0.1.0.2;0.2.1.1.0.0.1.0.2.2;100 / 100;0
0.2.1.1.0.0.1.0.2;0.2.1.1.0.0.1.0.2.3;100 / 100;0
0.2.1.1.0.0.1.0.2;0.2.1.1.0.0.1.0.2.4;100 / 100;0
0.2.1.1.0.0.1.0.2;0.2.1.1.0.0.1.0.2.5;100 / 100;0
0.2.1.1.0.0.1.0.2;0.2.1.1.0.0.1.0.2.6;100 / 100;0
0.2.1.1.0.0.1.0.2;0.2.1.1.0.0.1.0.2.7;100 / 100;0
0.2.1.1.0.0.1.0.3;0.2.1.1.0.0.1.0.3.0;100 / 100;0
0.2.1.1.0.0.1.0.3;0.2.1.1.0.0.1.0.3.1;100 / 100;0
0.2.1.1.0.0.1.0.3;0.2.1.1.0.0.1.0.3.2;100 / 100;0
0.2.1.1.0.0.1.0.3;0.2.1.1.0.0.1.0.3.3;100 / 100;0
0.2.1.1.0.0.1.0.3;0.2.1.1.0.0.1.0.3.4;100 / 100;0
0.2.1.1.0.0.1.0.3;0.2.1.1.0.0.1.0.3.5;100 / 100;0
0.2.1.1.0.0.1.0.3;0.2.1.1.0.0.1.0.3.6;100 / 100;0
0.2.1.1.0.0.1.0.4;0.2.1.1.0.0.1.0.4.0;100 / 100;0
0.2.1.1.0.0.1.0.4;0.2.1.1.0.0.1.0.4.1;100 / 100;0
0.2.1.1.0.0.1.0.4;0.2.1.1.0.0.1.0.4.2;100 / 100;0
0.2.1.1.0.0.1.0.4;0.2.1.1.0.0.1.0.4.3;100 / 100;0
0.2.1.1.0.0.1.0.5;0.2.1.1.0.0.1.0.5.0;100 / 100;0
0.2.1.1.0.0.1.0.5;0.2.1.1.0.0.1.0.5.1;100 / 100;0
0.2.1.1.0.0.1.0.5;0.2.1.1.0.0.1.0.5.2;100 / 100;0
0.2.1.1.0.0.1.0.5;0.2.1.1.0.0.1.0.5.3;100 / 100;0
0.2.1.1.0.0.1.0.5;0.2.1.1.0.0.1.0.5.4;100 / 100;0
0.2.1.1.0.0.1.0.6;0.2.1.1.0.0.1.0.6.0;100 / 100;0
0.2.1.1.0.0.1.0.6;0.2.1.1.0.0.1.0.6.1;100 / 100;0
0.2.1.1.0.0.1.0.7;0.2.1.1.0.0.1.0.7.0;100 / 100;0
0.2.1.1.0.0.1.0.7;0.2.1.1.0.0.1.0.7.1;100 / 100;0
0.2.1.1.0.0.1.0.7;0.2.1.1.0.0.1.0.7.2;100 / 100;0
0.2.1.1.0.0.1.0.7;0.2.1.1.0.0.1.0.7.3;100 / 100;0
0.2.1.1.0.0.1.0.7;0.2.1.1.0.0.1.0.7.4;100 / 100;0
0.2.1.1.0.0.1.0.8;0.2.1.1.0.0.1.0.8.0;100 / 100;0
0.2.1.1.0.0.1.0.8;0.2.1.1.0.0.1.0.8.1;100 / 100;0
0.2.1.1.0.0.1.1.0;0.2.1.1.0.0.1.1.0.0;100 / 100;0
0.2.1.1.0.0.1.1.1;0.2.1.1.0.0.1.1.1.0;100 / 100;0
0.2.1.1.0.0.1.1.1;0.2.1.1.0.0.1.1.1.1;100 / 100;0
0.2.1.1.0.0.1.1.1;0.2.1.1.0.0.1.1.1.2;100 / 100;0
0.2.1.1.0.0.1.1.1;0.2.1.1.0.0.1.1.1.3;100 / 100;0
0.2.1.1.0.0.1.1.1;0.2.1.1.0.0.1.1.1.4;100 / 100;0
0.2.1.1.0.0.1.1.1;0.2.1.1.0.0.1.1.1.5;100 / 100;0
0.2.1.1.0.0.1.1.1;0.2.1.1.0.0.1.1.1.6;100 / 100;0
0.2.1.1.0.0.1.1.1;0.2.1.1.0.0.1.1.1.7;100 / 100;0
0.2.1.1.0.0.1.1.2;0.2.1.1.0.0.1.1.2.0;100 / 100;0
0.2.1.1.0.0.1.1.2;0.2.1.1.0.0.1.1.2.1;100 / 100;0
0.2.1.1.0.0.1.1.2;0.2.1.1.0.0.1.1.2.2;100 / 100;0
0.2.1.1.0.0.1.1.2;0.2.1.1.0.0.1.1.2.3;100 / 100;0
0.2.1.1.0.0.1.1.2;0.2.1.1.0.0.1.1.2.4;100 / 100;0
0.2.1.1.0.0.1.1.2;0.2.1.1.0.0.1.1.2.5;100 / 100;0
0.2.1.1.0.0.1.1.2;0.2.1.1.0.0.1.1.2.6;100 / 100;0
0.2.1.1.0.0.1.1.2;0.2.1.1.0.0.1.1.2.7;100 / 100;0
0.2.1.1.0.0.1.1.2;0.2.1.1.0.0.1.1.2.8;100 / 100;0
0.2.1.1.0.0.1.1.2;0.2.1.1.0.0.1.1.2.9;100 / 100;0
