0.2.1.0.1;0.2.1.0.1.0;41798 / 41800;0
0.2.1.0.1.0.4;0.2.1.0.1.0.4.2;-1000 / 1000;1
0.2.1.0.1.0.4;0.2.1.0.1.0.4.3;-1000 / 1000;1
0.2.1.0.1.0.4;0.2.1.0.1.0.4.4;-900 / 900;1
0.2.1.0.1.0.4;0.2.1.0.1.0.4.5;-900 / 900;1
0.2.1.0.1.0.5;0.2.1.0.1.0.5.0;-900 / 900;1
0.2.1.0.1.0.5;0.2.1.0.1.0.5.1;-900 / 900;1
0.2.1.0.1.0.5;0.2.1.0.1.0.5.2;-900 / 900;1
0.2.1.0.1.0.5;0.2.1.0.1.0.5.3;-800 / 800;1
0.2.1.0.1.0.5;0.2.1.0.1.0.5.4;-800 / 800;1
0.2.1.0.1.0.5;0.2.1.0.1.0.5.5;-800 / 800;1
0.2.1.0.1.0.6;0.2.1.0.1.0.6.0;-900 / 900;1
0.2.1.0.1.0.6;0.2.1.0.1.0.6.1;-900 / 900;1
0.2.1.0.1.0.6;0.2.1.0.1.0.6.2;-899 / 900;1
0.2.1.0.1.0.6;0.2.1.0.1.0.6.3;-900 / 900;1
0.2.1.0.1.0.6;0.2.1.0.1.0.6.4;-899 / 900;1
0.2.1.0.1.0.6;0.2.1.0.1.0.6.5;-800 / 800;1
0.2.1.0.1.0.7;0.2.1.0.1.0.7.0;-900 / 900;1
0.2.1.0.1.0.7;0.2.1.0.1.0.7.1;-900 / 900;1
0.2.1.0.1.0.7;0.2.1.0.1.0.7.2;-900 / 900;1
0.2.1.0.1.0.7;0.2.1.0.1.0.7.3;-900 / 900;1
0.2.1.0.1.0.7;0.2.1.0.1.0.7.4;-900 / 900;1
0.2.1.0.1.0.7;0.2.1.0.1.0.7.5;-900 / 900;1
0.2.1.0.1.0.0.0;0.2.1.0.1.0.0.0.0;-700 / 700;1
0.2.1.0.1.0.0.1;0.2.1.0.1.0.0.1.0;-700 / 700;1
0.2.1.0.1.0.0.2;0.2.1.0.1.0.0.2.0;-700 / 700;1
0.2.1.0.1.0.0.3;0.2.1.0.1.0.0.3.0;-700 / 700;1
0.2.1.0.1.0.0.4;0.2.1.0.1.0.0.4.0;-700 / 700;1
0.2.1.0.1.0.0.5;0.2.1.0.1.0.0.5.0;-700 / 700;1
0.2.1.0.1.0.1.0;0.2.1.0.1.0.1.0.0;-700 / 700;1
0.2.1.0.1.0.1.1;0.2.1.0.1.0.1.1.0;-700 / 700;1
0.2.1.0.1.0.1.2;0.2.1.0.1.0.1.2.0;-700 / 700;1
0.2.1.0.1.0.1.3;0.2.1.0.1.0.1.3.0;-700 / 700;1
0.2.1.0.1.0.1.4;0.2.1.0.1.0.1.4.0;-600 / 600;1
0.2.1.0.1.0.1.5;0.2.1.0.1.0.1.5.0;-600 / 600;1
0.2.1.0.1.0.2.0;0.2.1.0.1.0.2.0.0;-700 / 700;1
0.2.1.0.1.0.2.1;0.2.1.0.1.0.2.1.0;-700 / 700;1
0.2.1.0.1.0.2.2;0.2.1.0.1.0.2.2.0;-700 / 700;1
0.2.1.0.1.0.2.3;0.2.1.0.1.0.2.3.0;-700 / 700;1
0.2.1.0.1.0.2.4;0.2.1.0.1.0.2.4.0;-700 / 700;1
0.2.1.0.1.0.2.5;0.2.1.0.1.0.2.5.0;-700 / 700;1
0.2.1.0.1.0.3.0;0.2.1.0.1.0.3.0.0;-900 / 900;1
0.2.1.0.1.0.3.1;0.2.1.0.1.0.3.1.0;-900 / 900;1
0.2.1.0.1.0.3.2;0.2.1.0.1.0.3.2.0;-900 / 900;1
0.2.1.0.1.0.3.3;0.2.1.0.1.0.3.3.0;-900 / 900;1
0.2.1.0.1.0.3.4;0.2.1.0.1.0.3.4.0;-900 / 900;1
0.2.1.0.1.0.3.5;0.2.1.0.1.0.3.5.0;-800 / 800;1
0.2.1.0.1.0.4.0;0.2.1.0.1.0.4.0.0;-900 / 900;1
0.2.1.0.1.0.4.1;0.2.1.0.1.0.4.1.0;-900 / 900;1
0.2.1.0.1.0.4.2;0.2.1.0.1.0.4.2.0;-900 / 900;1
0.2.1.0.1.0.4.3;0.2.1.0.1.0.4.3.0;-900 / 900;1
0.2.1.0.1.0.4.4;0.2.1.0.1.0.4.4.0;-800 / 800;1
0.2.1.0.1.0.4.5;0.2.1.0.1.0.4.5.0;-800 / 800;1
0.2.1.0.1.0.5.0;0.2.1.0.1.0.5.0.0;-800 / 800;1
0.2.1.0.1.0.5.1;0.2.1.0.1.0.5.1.0;-800 / 800;1
0.2.1.0.1.0.5.2;0.2.1.0.1.0.5.2.0;-800 / 800;1
0.2.1.0.1.0.5.3;0.2.1.0.1.0.5.3.0;-700 / 700;1
0.2.1.0.1.0.5.4;0.2.1.0.1.0.5.4.0;-700 / 700;1
0.2.1.0.1.0.5.5;0.2.1.0.1.0.5.5.0;-700 / 700;1
0.2.1.0.1.0.6.0;0.2.1.0.1.0.6.0.0;-800 / 800;1
0.2.1.0.1.0.6.1;0.2.1.0.1.0.6.1.0;-800 / 800;1
0.2.1.0.1.0.6.2;0.2.1.0.1.0.6.2.0;-799 / 800;1
0.2.1.0.1.0.6.3;0.2.1.0.1.0.6.3.0;-800 / 800;1
0.2.1.0.1.0.6.4;0.2.1.0.1.0.6.4.0;-799 / 800;1
0.2.1.0.1.0.6.5;0.2.1.0.1.0.6.5.0;-700 / 700;1
0.2.1.0.1.0.7.0;0.2.1.0.1.0.7.0.0;-800 / 800;1
0.2.1.0.1.0.7.1;0.2.1.0.1.0.7.1.0;-800 / 800;1
0.2.1.0.1.0.7.2;0.2.1.0.1.0.7.2.0;-800 / 800;1
0.2.1.0.1.0.7.3;0.2.1.0.1.0.7.3.0;-800 / 800;1
0.2.1.0.1.0.7.4;0.2.1.0.1.0.7.4.0;-800 / 800;1
0.2.1.0.1.0.7.5;0.2.1.0.1.0.7.5.0;-800 / 800;1
0.2.1.0.1.0.0.0.0;0.2.1.0.1.0.0.0.0.0;100 / 100;0
0.2.1.0.1.0.0.0.0;0.2.1.0.1.0.0.0.0.2;100 / 100;0
0.2.1.0.1.0.0.0.0;0.2.1.0.1.0.0.0.0.3;100 / 100;0
0.2.1.0.1.0.0.0.0;0.2.1.0.1.0.0.0.0.4;200 / 200;0
0.2.1.0.1.0.0.0.0;0.2.1.0.1.0.0.0.0.6;100 / 100;0
0.2.1.0.1.0.0.1.0;0.2.1.0.1.0.0.1.0.0;100 / 100;0
0.2.1.0.1.0.0.1.0;0.2.1.0.1.0.0.1.0.2;100 / 100;0
0.2.1.0.1.0.0.1.0;0.2.1.0.1.0.0.1.0.3;100 / 100;0
0.2.1.0.1.0.0.1.0;0.2.1.0.1.0.0.1.0.4;100 / 100;0
0.2.1.0.1.0.0.1.0;0.2.1.0.1.0.0.1.0.6;100 / 100;0
0.2.1.0.1.0.0.1.0;0.2.1.0.1.0.0.1.0.7;100 / 100;0
0.2.1.0.1.0.0.2.0;0.2.1.0.1.0.0.2.0.0;200 / 200;0
0.2.1.0.1.0.0.2.0;0.2.1.0.1.0.0.2.0.1;100 / 100;0
0.2.1.0.1.0.0.2.0;0.2.1.0.1.0.0.2.0.2;200 / 200;0
0.2.1.0.1.0.0.2.0;0.2.1.0.1.0.0.2.0.4;100 / 100;0
0.2.1.0.1.0.0.3.0;0.2.1.0.1.0.0.3.0.3;100 / 100;0
0.2.1.0.1.0.0.3.0;0.2.1.0.1.0.0.3.0.4;200 / 200;0
0.2.1.0.1.0.0.3.0;0.2.1.0.1.0.0.3.0.5;200 / 200;0
0.2.1.0.1.0.0.3.0;0.2.1.0.1.0.0.3.0.6;100 / 100;0
0.2.1.0.1.0.0.4.0;0.2.1.0.1.0.0.4.0.0;100 / 100;0
0.2.1.0.1.0.0.4.0;0.2.1.0.1.0.0.4.0.1;100 / 100;0
0.2.1.0.1.0.0.4.0;0.2.1.0.1.0.0.4.0.2;200 / 200;0
0.2.1.0.1.0.0.4.0;0.2.1.0.1.0.0.4.0.3;100 / 100;0
0.2.1.0.1.0.0.4.0;0.2.1.0.1.0.0.4.0.6;100 / 100;0
0.2.1.0.1.0.0.5.0;0.2.1.0.1.0.0.5.0.0;100 / 100;0
0.2.1.0.1.0.0.5.0;0.2.1.0.1.0.0.5.0.1;200 / 200;0
0.2.1.0.1.0.0.5.0;0.2.1.0.1.0.0.5.0.3;300 / 300;0
0.2.1.0.1.0.1.0.0;0.2.1.0.1.0.1.0.0.1;200 / 200;0
0.2.1.0.1.0.1.0.0;0.2.1.0.1.0.1.0.0.2;100 / 100;0
0.2.1.0.1.0.1.0.0;0.2.1.0.1.0.1.0.0.5;100 / 100;0
0.2.1.0.1.0.1.0.0;0.2.1.0.1.0.1.0.0.6;100 / 100;0
0.2.1.0.1.0.1.0.0;0.2.1.0.1.0.1.0.0.7;100 / 100;0
0.2.1.0.1.0.1.1.0;0.2.1.0.1.0.1.1.0.3;200 / 200;0
0.2.1.0.1.0.1.1.0;0.2.1.0.1.0.1.1.0.4;200 / 200;0
0.2.1.0.1.0.1.1.0;0.2.1.0.1.0.1.1.0.5;200 / 200;0
0.2.1.0.1.0.1.2.0;0.2.1.0.1.0.1.2.0.0;100 / 100;0
0.2.1.0.1.0.1.2.0;0.2.1.0.1.0.1.2.0.3;200 / 200;0
0.2.1.0.1.0.1.2.0;0.2.1.0.1.0.1.2.0.6;100 / 100;0
0.2.1.0.1.0.1.2.0;0.2.1.0.1.0.1.2.0.7;200 / 200;0
0.2.1.0.1.0.1.3.0;0.2.1.0.1.0.1.3.0.0;200 / 200;0
0.2.1.0.1.0.1.3.0;0.2.1.0.1.0.1.3.0.1;100 / 100;0
0.2.1.0.1.0.1.3.0;0.2.1.0.1.0.1.3.0.2;100 / 100;0
0.2.1.0.1.0.1.3.0;0.2.1.0.1.0.1.3.0.4;100 / 100;0
0.2.1.0.1.0.1.3.0;0.2.1.0.1.0.1.3.0.5;100 / 100;0
0.2.1.0.1.0.1.4.0;0.2.1.0.1.0.1.4.0.3;100 / 100;0
0.2.1.0.1.0.1.4.0;0.2.1.0.1.0.1.4.0.5;200 / 200;0
0.2.1.0.1.0.1.4.0;0.2.1.0.1.0.1.4.0.6;200 / 200;0
0.2.1.0.1.0.1.5.0;0.2.1.0.1.0.1.5.0.0;200 / 200;0
0.2.1.0.1.0.1.5.0;0.2.1.0.1.0.1.5.0.5;200 / 200;0
0.2.1.0.1.0.1.5.0;0.2.1.0.1.0.1.5.0.6;100 / 100;0
0.2.1.0.1.0.2.0.0;0.2.1.0.1.0.2.0.0.0;100 / 100;0
0.2.1.0.1.0.2.0.0;0.2.1.0.1.0.2.0.0.1;200 / 200;0
0.2.1.0.1.0.2.0.0;0.2.1.0.1.0.2.0.0.5;200 / 200;0
0.2.1.0.1.0.2.0.0;0.2.1.0.1.0.2.0.0.7;100 / 100;0
0.2.1.0.1.0.2.1.0;0.2.1.0.1.0.2.1.0.0;100 / 100;0
0.2.1.0.1.0.2.1.0;0.2.1.0.1.0.2.1.0.1;200 / 200;0
0.2.1.0.1.0.2.1.0;0.2.1.0.1.0.2.1.0.2;100 / 100;0
0.2.1.0.1.0.2.1.0;0.2.1.0.1.0.2.1.0.4;100 / 100;0
0.2.1.0.1.0.2.1.0;0.2.1.0.1.0.2.1.0.7;100 / 100;0
0.2.1.0.1.0.2.2.0;0.2.1.0.1.0.2.2.0.0;100 / 100;0
0.2.1.0.1.0.2.2.0;0.2.1.0.1.0.2.2.0.1;100 / 100;0
0.2.1.0.1.0.2.2.0;0.2.1.0.1.0.2.2.0.2;100 / 100;0
0.2.1.0.1.0.2.2.0;0.2.1.0.1.0.2.2.0.5;100 / 100;0
0.2.1.0.1.0.2.2.0;0.2.1.0.1.0.2.2.0.6;200 / 200;0
0.2.1.0.1.0.2.3.0;0.2.1.0.1.0.2.3.0.2;100 / 100;0
0.2.1.0.1.0.2.3.0;0.2.1.0.1.0.2.3.0.3;200 / 200;0
0.2.1.0.1.0.2.3.0;0.2.1.0.1.0.2.3.0.4;200 / 200;0
0.2.1.0.1.0.2.3.0;0.2.1.0.1.0.2.3.0.6;100 / 100;0
0.2.1.0.1.0.2.4.0;0.2.1.0.1.0.2.4.0.1;200 / 200;0
0.2.1.0.1.0.2.4.0;0.2.1.0.1.0.2.4.0.3;100 / 100;0
0.2.1.0.1.0.2.4.0;0.2.1.0.1.0.2.4.0.4;100 / 100;0
0.2.1.0.1.0.2.4.0;0.2.1.0.1.0.2.4.0.6;200 / 200;0
0.2.1.0.1.0.2.5.0;0.2.1.0.1.0.2.5.0.0;100 / 100;0
0.2.1.0.1.0.2.5.0;0.2.1.0.1.0.2.5.0.1;300 / 300;0
0.2.1.0.1.0.2.5.0;0.2.1.0.1.0.2.5.0.6;100 / 100;0
0.2.1.0.1.0.2.5.0;0.2.1.0.1.0.2.5.0.7;100 / 100;0
0.2.1.0.1.0.3.0.0;0.2.1.0.1.0.3.0.0.3;100 / 100;0
0.2.1.0.1.0.3.0.0;0.2.1.0.1.0.3.0.0.4;300 / 300;0
0.2.1.0.1.0.3.0.0;0.2.1.0.1.0.3.0.0.6;300 / 300;0
0.2.1.0.1.0.3.0.0;0.2.1.0.1.0.3.0.0.7;100 / 100;0
0.2.1.0.1.0.3.1.0;0.2.1.0.1.0.3.1.0.0;100 / 100;0
0.2.1.0.1.0.3.1.0;0.2.1.0.1.0.3.1.0.1;200 / 200;0
0.2.1.0.1.0.3.1.0;0.2.1.0.1.0.3.1.0.2;100 / 100;0
0.2.1.0.1.0.3.1.0;0.2.1.0.1.0.3.1.0.3;200 / 200;0
0.2.1.0.1.0.3.1.0;0.2.1.0.1.0.3.1.0.7;200 / 200;0
0.2.1.0.1.0.3.2.0;0.2.1.0.1.0.3.2.0.0;300 / 300;0
0.2.1.0.1.0.3.2.0;0.2.1.0.1.0.3.2.0.1;100 / 100;0
0.2.1.0.1.0.3.2.0;0.2.1.0.1.0.3.2.0.2;100 / 100;0
0.2.1.0.1.0.3.2.0;0.2.1.0.1.0.3.2.0.3;100 / 100;0
0.2.1.0.1.0.3.2.0;0.2.1.0.1.0.3.2.0.6;100 / 100;0
0.2.1.0.1.0.3.2.0;0.2.1.0.1.0.3.2.0.7;100 / 100;0
0.2.1.0.1.0.3.3.0;0.2.1.0.1.0.3.3.0.1;200 / 200;0
0.2.1.0.1.0.3.3.0;0.2.1.0.1.0.3.3.0.4;200 / 200;0
0.2.1.0.1.0.3.3.0;0.2.1.0.1.0.3.3.0.5;300 / 300;0
0.2.1.0.1.0.3.3.0;0.2.1.0.1.0.3.3.0.7;100 / 100;0
0.2.1.0.1.0.3.4.0;0.2.1.0.1.0.3.4.0.1;100 / 100;0
0.2.1.0.1.0.3.4.0;0.2.1.0.1.0.3.4.0.2;200 / 200;0
0.2.1.0.1.0.3.4.0;0.2.1.0.1.0.3.4.0.3;100 / 100;0
0.2.1.0.1.0.3.4.0;0.2.1.0.1.0.3.4.0.4;200 / 200;0
0.2.1.0.1.0.3.4.0;0.2.1.0.1.0.3.4.0.5;100 / 100;0
0.2.1.0.1.0.3.4.0;0.2.1.0.1.0.3.4.0.6;100 / 100;0
0.2.1.0.1.0.3.5.0;0.2.1.0.1.0.3.5.0.1;100 / 100;0
0.2.1.0.1.0.3.5.0;0.2.1.0.1.0.3.5.0.4;400 / 400;0
0.2.1.0.1.0.3.5.0;0.2.1.0.1.0.3.5.0.5;100 / 100;0
0.2.1.0.1.0.3.5.0;0.2.1.0.1.0.3.5.0.6;100 / 100;0
0.2.1.0.1.0.4.0.0;0.2.1.0.1.0.4.0.0.2;200 / 200;0
0.2.1.0.1.0.4.0.0;0.2.1.0.1.0.4.0.0.5;500 / 500;0
0.2.1.0.1.0.4.0.0;0.2.1.0.1.0.4.0.0.6;100 / 100;0
0.2.1.0.1.0.4.1.0;0.2.1.0.1.0.4.1.0.0;200 / 200;0
0.2.1.0.1.0.4.1.0;0.2.1.0.1.0.4.1.0.2;100 / 100;0
0.2.1.0.1.0.4.1.0;0.2.1.0.1.0.4.1.0.3;100 / 100;0
0.2.1.0.1.0.4.1.0;0.2.1.0.1.0.4.1.0.4;100 / 100;0
0.2.1.0.1.0.4.1.0;0.2.1.0.1.0.4.1.0.6;100 / 100;0
0.2.1.0.1.0.4.1.0;0.2.1.0.1.0.4.1.0.7;200 / 200;0
0.2.1.0.1.0.4.2.0;0.2.1.0.1.0.4.2.0.0;100 / 100;0
0.2.1.0.1.0.4.2.0;0.2.1.0.1.0.4.2.0.1;100 / 100;0
0.2.1.0.1.0.4.2.0;0.2.1.0.1.0.4.2.0.2;100 / 100;0
0.2.1.0.1.0.4.2.0;0.2.1.0.1.0.4.2.0.3;100 / 100;0
0.2.1.0.1.0.4.2.0;0.2.1.0.1.0.4.2.0.4;200 / 200;0
0.2.1.0.1.0.4.2.0;0.2.1.0.1.0.4.2.0.6;100 / 100;0
0.2.1.0.1.0.4.2.0;0.2.1.0.1.0.4.2.0.7;100 / 100;0
0.2.1.0.1.0.4.3.0;0.2.1.0.1.0.4.3.0.1;100 / 100;0
0.2.1.0.1.0.4.3.0;0.2.1.0.1.0.4.3.0.4;300 / 300;0
0.2.1.0.1.0.4.3.0;0.2.1.0.1.0.4.3.0.5;100 / 100;0
0.2.1.0.1.0.4.3.0;0.2.1.0.1.0.4.3.0.6;200 / 200;0
0.2.1.0.1.0.4.3.0;0.2.1.0.1.0.4.3.0.7;100 / 100;0
0.2.1.0.1.0.4.4.0;0.2.1.0.1.0.4.4.0.2;100 / 100;0
0.2.1.0.1.0.4.4.0;0.2.1.0.1.0.4.4.0.3;100 / 100;0
0.2.1.0.1.0.4.4.0;0.2.1.0.1.0.4.4.0.4;200 / 200;0
0.2.1.0.1.0.4.4.0;0.2.1.0.1.0.4.4.0.5;200 / 200;0
0.2.1.0.1.0.4.4.0;0.2.1.0.1.0.4.4.0.7;100 / 100;0
0.2.1.0.1.0.4.5.0;0.2.1.0.1.0.4.5.0.0;100 / 100;0
0.2.1.0.1.0.4.5.0;0.2.1.0.1.0.4.5.0.1;200 / 200;0
0.2.1.0.1.0.4.5.0;0.2.1.0.1.0.4.5.0.3;100 / 100;0
0.2.1.0.1.0.4.5.0;0.2.1.0.1.0.4.5.0.4;200 / 200;0
0.2.1.0.1.0.4.5.0;0.2.1.0.1.0.4.5.0.5;100 / 100;0
0.2.1.0.1.0.5.0.0;0.2.1.0.1.0.5.0.0.1;100 / 100;0
0.2.1.0.1.0.5.0.0;0.2.1.0.1.0.5.0.0.2;100 / 100;0
0.2.1.0.1.0.5.0.0;0.2.1.0.1.0.5.0.0.3;100 / 100;0
0.2.1.0.1.0.5.0.0;0.2.1.0.1.0.5.0.0.5;200 / 200;0
0.2.1.0.1.0.5.0.0;0.2.1.0.1.0.5.0.0.6;100 / 100;0
0.2.1.0.1.0.5.0.0;0.2.1.0.1.0.5.0.0.7;100 / 100;0
0.2.1.0.1.0.5.1.0;0.2.1.0.1.0.5.1.0.0;200 / 200;0
0.2.1.0.1.0.5.1.0;0.2.1.0.1.0.5.1.0.1;100 / 100;0
0.2.1.0.1.0.5.1.0;0.2.1.0.1.0.5.1.0.3;200 / 200;0
0.2.1.0.1.0.5.1.0;0.2.1.0.1.0.5.1.0.4;100 / 100;0
0.2.1.0.1.0.5.1.0;0.2.1.0.1.0.5.1.0.6;100 / 100;0
0.2.1.0.1.0.5.2.0;0.2.1.0.1.0.5.2.0.1;200 / 200;0
0.2.1.0.1.0.5.2.0;0.2.1.0.1.0.5.2.0.4;100 / 100;0
0.2.1.0.1.0.5.2.0;0.2.1.0.1.0.5.2.0.6;200 / 200;0
0.2.1.0.1.0.5.2.0;0.2.1.0.1.0.5.2.0.7;200 / 200;0
0.2.1.0.1.0.5.3.0;0.2.1.0.1.0.5.3.0.0;200 / 200;0
0.2.1.0.1.0.5.3.0;0.2.1.0.1.0.5.3.0.3;100 / 100;0
0.2.1.0.1.0.5.3.0;0.2.1.0.1.0.5.3.0.4;100 / 100;0
0.2.1.0.1.0.5.3.0;0.2.1.0.1.0.5.3.0.7;200 / 200;0
0.2.1.0.1.0.5.4.0;0.2.1.0.1.0.5.4.0.0;100 / 100;0
0.2.1.0.1.0.5.4.0;0.2.1.0.1.0.5.4.0.1;100 / 100;0
0.2.1.0.1.0.5.4.0;0.2.1.0.1.0.5.4.0.2;100 / 100;0
0.2.1.0.1.0.5.4.0;0.2.1.0.1.0.5.4.0.3;100 / 100;0
0.2.1.0.1.0.5.4.0;0.2.1.0.1.0.5.4.0.4;100 / 100;0
0.2.1.0.1.0.5.4.0;0.2.1.0.1.0.5.4.0.7;100 / 100;0
0.2.1.0.1.0.5.5.0;0.2.1.0.1.0.5.5.0.0;100 / 100;0
0.2.1.0.1.0.5.5.0;0.2.1.0.1.0.5.5.0.1;100 / 100;0
0.2.1.0.1.0.5.5.0;0.2.1.0.1.0.5.5.0.3;100 / 100;0
0.2.1.0.1.0.5.5.0;0.2.1.0.1.0.5.5.0.4;200 / 200;0
0.2.1.0.1.0.5.5.0;0.2.1.0.1.0.5.5.0.6;100 / 100;0
0.2.1.0.1.0.6.0.0;0.2.1.0.1.0.6.0.0.0;200 / 200;0
0.2.1.0.1.0.6.0.0;0.2.1.0.1.0.6.0.0.1;300 / 300;0
0.2.1.0.1.0.6.0.0;0.2.1.0.1.0.6.0.0.2;200 / 200;0
0.2.1.0.1.0.6.1.0;0.2.1.0.1.0.6.1.0.0;100 / 100;0
0.2.1.0.1.0.6.1.0;0.2.1.0.1.0.6.1.0.1;200 / 200;0
0.2.1.0.1.0.6.1.0;0.2.1.0.1.0.6.1.0.2;100 / 100;0
0.2.1.0.1.0.6.1.0;0.2.1.0.1.0.6.1.0.3;100 / 100;0
0.2.1.0.1.0.6.1.0;0.2.1.0.1.0.6.1.0.5;100 / 100;0
0.2.1.0.1.0.6.1.0;0.2.1.0.1.0.6.1.0.6;100 / 100;0
0.2.1.0.1.0.6.2.0;0.2.1.0.1.0.6.2.0.0;299 / 300;0
0.2.1.0.1.0.6.2.0;0.2.1.0.1.0.6.2.0.1;100 / 100;0
0.2.1.0.1.0.6.2.0;0.2.1.0.1.0.6.2.0.2;100 / 100;0
0.2.1.0.1.0.6.2.0;0.2.1.0.1.0.6.2.0.6;200 / 200;0
0.2.1.0.1.0.6.3.0;0.2.1.0.1.0.6.3.0.1;200 / 200;0
0.2.1.0.1.0.6.3.0;0.2.1.0.1.0.6.3.0.5;100 / 100;0
0.2.1.0.1.0.6.3.0;0.2.1.0.1.0.6.3.0.6;200 / 200;0
0.2.1.0.1.0.6.3.0;0.2.1.0.1.0.6.3.0.7;200 / 200;0
0.2.1.0.1.0.6.4.0;0.2.1.0.1.0.6.4.0.2;299 / 300;0
0.2.1.0.1.0.6.4.0;0.2.1.0.1.0.6.4.0.3;100 / 100;0
0.2.1.0.1.0.6.4.0;0.2.1.0.1.0.6.4.0.4;100 / 100;0
0.2.1.0.1.0.6.4.0;0.2.1.0.1.0.6.4.0.5;100 / 100;0
0.2.1.0.1.0.6.4.0;0.2.1.0.1.0.6.4.0.6;100 / 100;0
0.2.1.0.1.0.6.5.0;0.2.1.0.1.0.6.5.0.1;100 / 100;0
0.2.1.0.1.0.6.5.0;0.2.1.0.1.0.6.5.0.3;200 / 200;0
0.2.1.0.1.0.6.5.0;0.2.1.0.1.0.6.5.0.4;100 / 100;0
0.2.1.0.1.0.6.5.0;0.2.1.0.1.0.6.5.0.5;100 / 100;0
0.2.1.0.1.0.6.5.0;0.2.1.0.1.0.6.5.0.7;100 / 100;0
0.2.1.0.1.0.7.0.0;0.2.1.0.1.0.7.0.0.0;200 / 200;0
0.2.1.0.1.0.7.0.0;0.2.1.0.1.0.7.0.0.3;100 / 100;0
0.2.1.0.1.0.7.0.0;0.2.1.0.1.0.7.0.0.4;200 / 200;0
0.2.1.0.1.0.7.0.0;0.2.1.0.1.0.7.0.0.5;100 / 100;0
0.2.1.0.1.0.7.0.0;0.2.1.0.1.0.7.0.0.7;100 / 100;0
0.2.1.0.1.0.7.1.0;0.2.1.0.1.0.7.1.0.1;100 / 100;0
0.2.1.0.1.0.7.1.0;0.2.1.0.1.0.7.1.0.2;200 / 200;0
0.2.1.0.1.0.7.1.0;0.2.1.0.1.0.7.1.0.3;100 / 100;0
0.2.1.0.1.0.7.1.0;0.2.1.0.1.0.7.1.0.5;100 / 100;0
0.2.1.0.1.0.7.1.0;0.2.1.0.1.0.7.1.0.6;100 / 100;0
0.2.1.0.1.0.7.1.0;0.2.1.0.1.0.7.1.0.7;100 / 100;0
0.2.1.0.1.0.7.2.0;0.2.1.0.1.0.7.2.0.0;200 / 200;0
0.2.1.0.1.0.7.2.0;0.2.1.0.1.0.7.2.0.2;200 / 200;0
0.2.1.0.1.0.7.2.0;0.2.1.0.1.0.7.2.0.4;200 / 200;0
0.2.1.0.1.0.7.2.0;0.2.1.0.1.0.7.2.0.5;100 / 100;0
0.2.1.0.1.0.7.3.0;0.2.1.0.1.0.7.3.0.0;100 / 100;0
0.2.1.0.1.0.7.3.0;0.2.1.0.1.0.7.3.0.1;100 / 100;0
