0.4.5.1;0.4.5.1.0;156130 / 156200;0
0.4.5.1.0.5;0.4.5.1.0.5.4;-1998 / 2000;1
0.4.5.1.0.5;0.4.5.1.0.5.5;-1999 / 2000;1
0.4.5.1.0.5;0.4.5.1.0.5.6;-1999 / 2000;1
0.4.5.1.0.5;0.4.5.1.0.5.7;-1992 / 2000;1
0.4.5.1.0.6;0.4.5.1.0.6.0;-2100 / 2100;1
0.4.5.1.0.6;0.4.5.1.0.6.1;-2099 / 2100;1
0.4.5.1.0.6;0.4.5.1.0.6.2;-2100 / 2100;1
0.4.5.1.0.6;0.4.5.1.0.6.3;-2000 / 2000;1
0.4.5.1.0.6;0.4.5.1.0.6.4;-2000 / 2000;1
0.4.5.1.0.6;0.4.5.1.0.6.5;-2000 / 2000;1
0.4.5.1.0.6;0.4.5.1.0.6.6;-2000 / 2000;1
0.4.5.1.0.6;0.4.5.1.0.6.7;-2000 / 2000;1
0.4.5.1.0.7;0.4.5.1.0.7.0;-2000 / 2000;1
0.4.5.1.0.7;0.4.5.1.0.7.1;-2000 / 2000;1
0.4.5.1.0.7;0.4.5.1.0.7.2;-1998 / 2000;1
0.4.5.1.0.7;0.4.5.1.0.7.3;-1900 / 1900;1
0.4.5.1.0.7;0.4.5.1.0.7.4;-1900 / 1900;1
0.4.5.1.0.7;0.4.5.1.0.7.5;-1900 / 1900;1
0.4.5.1.0.7;0.4.5.1.0.7.6;-1900 / 1900;1
0.4.5.1.0.7;0.4.5.1.0.7.7;-1900 / 1900;1
0.4.5.1.0.8;0.4.5.1.0.8.0;-1900 / 1900;1
0.4.5.1.0.8;0.4.5.1.0.8.1;-1900 / 1900;1
0.4.5.1.0.8;0.4.5.1.0.8.2;-1800 / 1800;1
0.4.5.1.0.8;0.4.5.1.0.8.3;-1800 / 1800;1
0.4.5.1.0.8;0.4.5.1.0.8.4;-1800 / 1800;1
0.4.5.1.0.8;0.4.5.1.0.8.5;-1800 / 1800;1
0.4.5.1.0.8;0.4.5.1.0.8.6;-1800 / 1800;1
0.4.5.1.0.8;0.4.5.1.0.8.7;-1899 / 1900;1
0.4.5.1.0.9;0.4.5.1.0.9.0;-2000 / 2000;1
0.4.5.1.0.9;0.4.5.1.0.9.1;-2000 / 2000;1
0.4.5.1.0.9;0.4.5.1.0.9.2;-1900 / 1900;1
0.4.5.1.0.9;0.4.5.1.0.9.3;-1900 / 1900;1
0.4.5.1.0.9;0.4.5.1.0.9.4;-1900 / 1900;1
0.4.5.1.0.9;0.4.5.1.0.9.5;-1999 / 2000;1
0.4.5.1.0.9;0.4.5.1.0.9.6;-1900 / 1900;1
0.4.5.1.0.9;0.4.5.1.0.9.7;-1900 / 1900;1
0.4.5.1.0.0.0;0.4.5.1.0.0.0.0;-700 / 700;1
0.4.5.1.0.0.0;0.4.5.1.0.0.0.1;-700 / 700;1
0.4.5.1.0.0.0;0.4.5.1.0.0.0.2;-600 / 600;1
0.4.5.1.0.0.1;0.4.5.1.0.0.1.0;-700 / 700;1
0.4.5.1.0.0.1;0.4.5.1.0.0.1.1;-700 / 700;1
0.4.5.1.0.0.1;0.4.5.1.0.0.1.2;-600 / 600;1
0.4.5.1.0.0.2;0.4.5.1.0.0.2.0;-699 / 700;1
0.4.5.1.0.0.2;0.4.5.1.0.0.2.1;-699 / 700;1
0.4.5.1.0.0.2;0.4.5.1.0.0.2.2;-600 / 600;1
0.4.5.1.0.0.3;0.4.5.1.0.0.3.0;-700 / 700;1
0.4.5.1.0.0.3;0.4.5.1.0.0.3.1;-699 / 700;1
0.4.5.1.0.0.3;0.4.5.1.0.0.3.2;-600 / 600;1
0.4.5.1.0.0.4;0.4.5.1.0.0.4.0;-700 / 700;1
0.4.5.1.0.0.4;0.4.5.1.0.0.4.1;-700 / 700;1
0.4.5.1.0.0.4;0.4.5.1.0.0.4.2;-600 / 600;1
0.4.5.1.0.0.5;0.4.5.1.0.0.5.0;-700 / 700;1
0.4.5.1.0.0.5;0.4.5.1.0.0.5.1;-600 / 600;1
0.4.5.1.0.0.5;0.4.5.1.0.0.5.2;-600 / 600;1
0.4.5.1.0.0.6;0.4.5.1.0.0.6.0;-700 / 700;1
0.4.5.1.0.0.6;0.4.5.1.0.0.6.1;-600 / 600;1
0.4.5.1.0.0.6;0.4.5.1.0.0.6.2;-600 / 600;1
0.4.5.1.0.0.7;0.4.5.1.0.0.7.0;-700 / 700;1
0.4.5.1.0.0.7;0.4.5.1.0.0.7.1;-698 / 700;1
0.4.5.1.0.0.7;0.4.5.1.0.0.7.2;-600 / 600;1
0.4.5.1.0.1.0;0.4.5.1.0.1.0.0;-600 / 600;1
0.4.5.1.0.1.0;0.4.5.1.0.1.0.1;-600 / 600;1
0.4.5.1.0.1.0;0.4.5.1.0.1.0.2;-600 / 600;1
0.4.5.1.0.1.1;0.4.5.1.0.1.1.0;-600 / 600;1
0.4.5.1.0.1.1;0.4.5.1.0.1.1.1;-600 / 600;1
0.4.5.1.0.1.1;0.4.5.1.0.1.1.2;-600 / 600;1
0.4.5.1.0.1.2;0.4.5.1.0.1.2.0;-600 / 600;1
0.4.5.1.0.1.2;0.4.5.1.0.1.2.1;-600 / 600;1
0.4.5.1.0.1.2;0.4.5.1.0.1.2.2;-600 / 600;1
0.4.5.1.0.1.3;0.4.5.1.0.1.3.0;-599 / 600;1
0.4.5.1.0.1.3;0.4.5.1.0.1.3.1;-600 / 600;1
0.4.5.1.0.1.3;0.4.5.1.0.1.3.2;-600 / 600;1
0.4.5.1.0.1.4;0.4.5.1.0.1.4.0;-600 / 600;1
0.4.5.1.0.1.4;0.4.5.1.0.1.4.1;-600 / 600;1
0.4.5.1.0.1.4;0.4.5.1.0.1.4.2;-600 / 600;1
0.4.5.1.0.1.5;0.4.5.1.0.1.5.0;-600 / 600;1
0.4.5.1.0.1.5;0.4.5.1.0.1.5.1;-600 / 600;1
0.4.5.1.0.1.5;0.4.5.1.0.1.5.2;-500 / 500;1
0.4.5.1.0.1.6;0.4.5.1.0.1.6.0;-600 / 600;1
0.4.5.1.0.1.6;0.4.5.1.0.1.6.1;-598 / 600;1
0.4.5.1.0.1.6;0.4.5.1.0.1.6.2;-600 / 600;1
0.4.5.1.0.1.7;0.4.5.1.0.1.7.0;-600 / 600;1
0.4.5.1.0.1.7;0.4.5.1.0.1.7.1;-598 / 600;1
0.4.5.1.0.1.7;0.4.5.1.0.1.7.2;-600 / 600;1
0.4.5.1.0.2.0;0.4.5.1.0.2.0.0;-1000 / 1000;1
0.4.5.1.0.2.0;0.4.5.1.0.2.0.1;-900 / 900;1
0.4.5.1.0.2.1;0.4.5.1.0.2.1.0;-999 / 1000;1
0.4.5.1.0.2.1;0.4.5.1.0.2.1.1;-999 / 1000;1
0.4.5.1.0.2.2;0.4.5.1.0.2.2.0;-998 / 1000;1
0.4.5.1.0.2.2;0.4.5.1.0.2.2.1;-1000 / 1000;1
0.4.5.1.0.2.3;0.4.5.1.0.2.3.0;-900 / 900;1
0.4.5.1.0.2.3;0.4.5.1.0.2.3.1;-999 / 1000;1
0.4.5.1.0.2.4;0.4.5.1.0.2.4.0;-996 / 1000;1
0.4.5.1.0.2.4;0.4.5.1.0.2.4.1;-997 / 1000;1
0.4.5.1.0.2.5;0.4.5.1.0.2.5.0;-1000 / 1000;1
0.4.5.1.0.2.5;0.4.5.1.0.2.5.1;-900 / 900;1
0.4.5.1.0.2.6;0.4.5.1.0.2.6.0;-1000 / 1000;1
0.4.5.1.0.2.6;0.4.5.1.0.2.6.1;-998 / 1000;1
0.4.5.1.0.2.7;0.4.5.1.0.2.7.0;-998 / 1000;1
0.4.5.1.0.2.7;0.4.5.1.0.2.7.1;-999 / 1000;1
0.4.5.1.0.3.0;0.4.5.1.0.3.0.0;-500 / 500;1
0.4.5.1.0.3.0;0.4.5.1.0.3.0.1;-500 / 500;1
0.4.5.1.0.3.0;0.4.5.1.0.3.0.2;-400 / 400;1
0.4.5.1.0.3.0;0.4.5.1.0.3.0.3;-400 / 400;1
0.4.5.1.0.3.1;0.4.5.1.0.3.1.0;-500 / 500;1
0.4.5.1.0.3.1;0.4.5.1.0.3.1.1;-500 / 500;1
0.4.5.1.0.3.1;0.4.5.1.0.3.1.2;-400 / 400;1
0.4.5.1.0.3.1;0.4.5.1.0.3.1.3;-400 / 400;1
0.4.5.1.0.3.2;0.4.5.1.0.3.2.0;-500 / 500;1
0.4.5.1.0.3.2;0.4.5.1.0.3.2.1;-400 / 400;1
0.4.5.1.0.3.2;0.4.5.1.0.3.2.2;-400 / 400;1
0.4.5.1.0.3.2;0.4.5.1.0.3.2.3;-400 / 400;1
0.4.5.1.0.3.3;0.4.5.1.0.3.3.0;-500 / 500;1
0.4.5.1.0.3.3;0.4.5.1.0.3.3.1;-400 / 400;1
0.4.5.1.0.3.3;0.4.5.1.0.3.3.2;-400 / 400;1
0.4.5.1.0.3.3;0.4.5.1.0.3.3.3;-400 / 400;1
0.4.5.1.0.3.4;0.4.5.1.0.3.4.0;-500 / 500;1
0.4.5.1.0.3.4;0.4.5.1.0.3.4.1;-400 / 400;1
0.4.5.1.0.3.4;0.4.5.1.0.3.4.2;-400 / 400;1
0.4.5.1.0.3.4;0.4.5.1.0.3.4.3;-400 / 400;1
0.4.5.1.0.3.5;0.4.5.1.0.3.5.0;-500 / 500;1
0.4.5.1.0.3.5;0.4.5.1.0.3.5.1;-400 / 400;1
0.4.5.1.0.3.5;0.4.5.1.0.3.5.2;-400 / 400;1
0.4.5.1.0.3.5;0.4.5.1.0.3.5.3;-400 / 400;1
0.4.5.1.0.3.6;0.4.5.1.0.3.6.0;-500 / 500;1
0.4.5.1.0.3.6;0.4.5.1.0.3.6.1;-400 / 400;1
0.4.5.1.0.3.6;0.4.5.1.0.3.6.2;-400 / 400;1
0.4.5.1.0.3.6;0.4.5.1.0.3.6.3;-400 / 400;1
0.4.5.1.0.3.7;0.4.5.1.0.3.7.0;-500 / 500;1
0.4.5.1.0.3.7;0.4.5.1.0.3.7.1;-400 / 400;1
0.4.5.1.0.3.7;0.4.5.1.0.3.7.2;-400 / 400;1
0.4.5.1.0.3.7;0.4.5.1.0.3.7.3;-400 / 400;1
0.4.5.1.0.4.0;0.4.5.1.0.4.0.0;-899 / 900;1
0.4.5.1.0.4.0;0.4.5.1.0.4.0.1;-899 / 900;1
0.4.5.1.0.4.1;0.4.5.1.0.4.1.0;-897 / 900;1
0.4.5.1.0.4.1;0.4.5.1.0.4.1.1;-900 / 900;1
0.4.5.1.0.4.2;0.4.5.1.0.4.2.0;-900 / 900;1
0.4.5.1.0.4.2;0.4.5.1.0.4.2.1;-900 / 900;1
0.4.5.1.0.4.3;0.4.5.1.0.4.3.0;-900 / 900;1
0.4.5.1.0.4.3;0.4.5.1.0.4.3.1;-897 / 900;1
0.4.5.1.0.4.4;0.4.5.1.0.4.4.0;-898 / 900;1
0.4.5.1.0.4.4;0.4.5.1.0.4.4.1;-899 / 900;1
0.4.5.1.0.4.5;0.4.5.1.0.4.5.0;-899 / 900;1
0.4.5.1.0.4.5;0.4.5.1.0.4.5.1;-900 / 900;1
0.4.5.1.0.4.6;0.4.5.1.0.4.6.0;-900 / 900;1
0.4.5.1.0.4.6;0.4.5.1.0.4.6.1;-899 / 900;1
0.4.5.1.0.4.7;0.4.5.1.0.4.7.0;-996 / 1000;1
0.4.5.1.0.4.7;0.4.5.1.0.4.7.1;-898 / 900;1
0.4.5.1.0.5.0;0.4.5.1.0.5.0.0;-1000 / 1000;1
0.4.5.1.0.5.0;0.4.5.1.0.5.0.1;-900 / 900;1
0.4.5.1.0.5.1;0.4.5.1.0.5.1.0;-998 / 1000;1
0.4.5.1.0.5.1;0.4.5.1.0.5.1.1;-899 / 900;1
0.4.5.1.0.5.2;0.4.5.1.0.5.2.0;-1000 / 1000;1
0.4.5.1.0.5.2;0.4.5.1.0.5.2.1;-900 / 900;1
0.4.5.1.0.5.3;0.4.5.1.0.5.3.0;-900 / 900;1
0.4.5.1.0.5.3;0.4.5.1.0.5.3.1;-999 / 1000;1
0.4.5.1.0.5.4;0.4.5.1.0.5.4.0;-999 / 1000;1
0.4.5.1.0.5.4;0.4.5.1.0.5.4.1;-899 / 900;1
0.4.5.1.0.5.5;0.4.5.1.0.5.5.0;-900 / 900;1
0.4.5.1.0.5.5;0.4.5.1.0.5.5.1;-999 / 1000;1
0.4.5.1.0.5.6;0.4.5.1.0.5.6.0;-900 / 900;1
0.4.5.1.0.5.6;0.4.5.1.0.5.6.1;-999 / 1000;1
0.4.5.1.0.5.7;0.4.5.1.0.5.7.0;-996 / 1000;1
0.4.5.1.0.5.7;0.4.5.1.0.5.7.1;-896 / 900;1
0.4.5.1.0.6.0;0.4.5.1.0.6.0.0;-500 / 500;1
0.4.5.1.0.6.0;0.4.5.1.0.6.0.1;-500 / 500;1
0.4.5.1.0.6.0;0.4.5.1.0.6.0.2;-500 / 500;1
0.4.5.1.0.6.0;0.4.5.1.0.6.0.3;-500 / 500;1
0.4.5.1.0.6.1;0.4.5.1.0.6.1.0;-499 / 500;1
0.4.5.1.0.6.1;0.4.5.1.0.6.1.1;-500 / 500;1
0.4.5.1.0.6.1;0.4.5.1.0.6.1.2;-500 / 500;1
0.4.5.1.0.6.1;0.4.5.1.0.6.1.3;-500 / 500;1
0.4.5.1.0.6.2;0.4.5.1.0.6.2.0;-500 / 500;1
0.4.5.1.0.6.2;0.4.5.1.0.6.2.1;-500 / 500;1
0.4.5.1.0.6.2;0.4.5.1.0.6.2.2;-500 / 500;1
0.4.5.1.0.6.2;0.4.5.1.0.6.2.3;-500 / 500;1
0.4.5.1.0.6.3;0.4.5.1.0.6.3.0;-500 / 500;1
0.4.5.1.0.6.3;0.4.5.1.0.6.3.1;-500 / 500;1
0.4.5.1.0.6.3;0.4.5.1.0.6.3.2;-500 / 500;1
0.4.5.1.0.6.3;0.4.5.1.0.6.3.3;-400 / 400;1
0.4.5.1.0.6.4;0.4.5.1.0.6.4.0;-500 / 500;1
0.4.5.1.0.6.4;0.4.5.1.0.6.4.1;-500 / 500;1
0.4.5.1.0.6.4;0.4.5.1.0.6.4.2;-500 / 500;1
0.4.5.1.0.6.4;0.4.5.1.0.6.4.3;-400 / 400;1
0.4.5.1.0.6.5;0.4.5.1.0.6.5.0;-500 / 500;1
0.4.5.1.0.6.5;0.4.5.1.0.6.5.1;-500 / 500;1
0.4.5.1.0.6.5;0.4.5.1.0.6.5.2;-500 / 500;1
0.4.5.1.0.6.5;0.4.5.1.0.6.5.3;-400 / 400;1
0.4.5.1.0.6.6;0.4.5.1.0.6.6.0;-500 / 500;1
0.4.5.1.0.6.6;0.4.5.1.0.6.6.1;-500 / 500;1
0.4.5.1.0.6.6;0.4.5.1.0.6.6.2;-500 / 500;1
0.4.5.1.0.6.6;0.4.5.1.0.6.6.3;-400 / 400;1
0.4.5.1.0.6.7;0.4.5.1.0.6.7.0;-500 / 500;1
0.4.5.1.0.6.7;0.4.5.1.0.6.7.1;-500 / 500;1
0.4.5.1.0.6.7;0.4.5.1.0.6.7.2;-500 / 500;1
0.4.5.1.0.6.7;0.4.5.1.0.6.7.3;-400 / 400;1
0.4.5.1.0.7.0;0.4.5.1.0.7.0.0;-700 / 700;1
0.4.5.1.0.7.0;0.4.5.1.0.7.0.1;-600 / 600;1
0.4.5.1.0.7.0;0.4.5.1.0.7.0.2;-600 / 600;1
0.4.5.1.0.7.1;0.4.5.1.0.7.1.0;-700 / 700;1
0.4.5.1.0.7.1;0.4.5.1.0.7.1.1;-600 / 600;1
0.4.5.1.0.7.1;0.4.5.1.0.7.1.2;-600 / 600;1
0.4.5.1.0.7.2;0.4.5.1.0.7.2.0;-600 / 600;1
0.4.5.1.0.7.2;0.4.5.1.0.7.2.1;-600 / 600;1
0.4.5.1.0.7.2;0.4.5.1.0.7.2.2;-699 / 700;1
0.4.5.1.0.7.3;0.4.5.1.0.7.3.0;-600 / 600;1
0.4.5.1.0.7.3;0.4.5.1.0.7.3.1;-600 / 600;1
0.4.5.1.0.7.3;0.4.5.1.0.7.3.2;-600 / 600;1
0.4.5.1.0.7.4;0.4.5.1.0.7.4.0;-600 / 600;1
0.4.5.1.0.7.4;0.4.5.1.0.7.4.1;-600 / 600;1
0.4.5.1.0.7.4;0.4.5.1.0.7.4.2;-600 / 600;1
0.4.5.1.0.7.5;0.4.5.1.0.7.5.0;-600 / 600;1
0.4.5.1.0.7.5;0.4.5.1.0.7.5.1;-600 / 600;1
0.4.5.1.0.7.5;0.4.5.1.0.7.5.2;-600 / 600;1
0.4.5.1.0.7.6;0.4.5.1.0.7.6.0;-600 / 600;1
0.4.5.1.0.7.6;0.4.5.1.0.7.6.1;-600 / 600;1
0.4.5.1.0.7.6;0.4.5.1.0.7.6.2;-600 / 600;1
0.4.5.1.0.7.7;0.4.5.1.0.7.7.0;-600 / 600;1
0.4.5.1.0.7.7;0.4.5.1.0.7.7.1;-600 / 600;1
0.4.5.1.0.7.7;0.4.5.1.0.7.7.2;-600 / 600;1
0.4.5.1.0.8.0;0.4.5.1.0.8.0.0;-600 / 600;1
0.4.5.1.0.8.0;0.4.5.1.0.8.0.1;-600 / 600;1
0.4.5.1.0.8.0;0.4.5.1.0.8.0.2;-600 / 600;1
0.4.5.1.0.8.1;0.4.5.1.0.8.1.0;-600 / 600;1
0.4.5.1.0.8.1;0.4.5.1.0.8.1.1;-600 / 600;1
0.4.5.1.0.8.1;0.4.5.1.0.8.1.2;-600 / 600;1
0.4.5.1.0.8.2;0.4.5.1.0.8.2.0;-600 / 600;1
0.4.5.1.0.8.2;0.4.5.1.0.8.2.1;-600 / 600;1
0.4.5.1.0.8.2;0.4.5.1.0.8.2.2;-500 / 500;1
0.4.5.1.0.8.3;0.4.5.1.0.8.3.0;-600 / 600;1
0.4.5.1.0.8.3;0.4.5.1.0.8.3.1;-600 / 600;1
0.4.5.1.0.8.3;0.4.5.1.0.8.3.2;-500 / 500;1
0.4.5.1.0.8.4;0.4.5.1.0.8.4.0;-600 / 600;1
0.4.5.1.0.8.4;0.4.5.1.0.8.4.1;-600 / 600;1
0.4.5.1.0.8.4;0.4.5.1.0.8.4.2;-500 / 500;1
0.4.5.1.0.8.5;0.4.5.1.0.8.5.0;-600 / 600;1
0.4.5.1.0.8.5;0.4.5.1.0.8.5.1;-600 / 600;1
0.4.5.1.0.8.5;0.4.5.1.0.8.5.2;-500 / 500;1
0.4.5.1.0.8.6;0.4.5.1.0.8.6.0;-600 / 600;1
0.4.5.1.0.8.6;0.4.5.1.0.8.6.1;-600 / 600;1
0.4.5.1.0.8.6;0.4.5.1.0.8.6.2;-500 / 500;1
0.4.5.1.0.8.7;0.4.5.1.0.8.7.0;-600 / 600;1
0.4.5.1.0.8.7;0.4.5.1.0.8.7.1;-599 / 600;1
0.4.5.1.0.8.7;0.4.5.1.0.8.7.2;-600 / 600;1
0.4.5.1.0.9.0;0.4.5.1.0.9.0.0;-700 / 700;1
0.4.5.1.0.9.0;0.4.5.1.0.9.0.1;-600 / 600;1
0.4.5.1.0.9.0;0.4.5.1.0.9.0.2;-600 / 600;1
0.4.5.1.0.9.1;0.4.5.1.0.9.1.0;-700 / 700;1
0.4.5.1.0.9.1;0.4.5.1.0.9.1.1;-600 / 600;1
0.4.5.1.0.9.1;0.4.5.1.0.9.1.2;-600 / 600;1
0.4.5.1.0.9.2;0.4.5.1.0.9.2.0;-600 / 600;1
0.4.5.1.0.9.2;0.4.5.1.0.9.2.1;-600 / 600;1
0.4.5.1.0.9.2;0.4.5.1.0.9.2.2;-600 / 600;1
0.4.5.1.0.9.3;0.4.5.1.0.9.3.0;-600 / 600;1
0.4.5.1.0.9.3;0.4.5.1.0.9.3.1;-600 / 600;1
0.4.5.1.0.9.3;0.4.5.1.0.9.3.2;-600 / 600;1
0.4.5.1.0.9.4;0.4.5.1.0.9.4.0;-600 / 600;1
0.4.5.1.0.9.4;0.4.5.1.0.9.4.1;-600 / 600;1
0.4.5.1.0.9.4;0.4.5.1.0.9.4.2;-600 / 600;1
0.4.5.1.0.9.5;0.4.5.1.0.9.5.0;-600 / 600;1
0.4.5.1.0.9.5;0.4.5.1.0.9.5.1;-600 / 600;1
0.4.5.1.0.9.5;0.4.5.1.0.9.5.2;-699 / 700;1
0.4.5.1.0.9.6;0.4.5.1.0.9.6.0;-600 / 600;1
0.4.5.1.0.9.6;0.4.5.1.0.9.6.1;-600 / 600;1
0.4.5.1.0.9.6;0.4.5.1.0.9.6.2;-600 / 600;1
0.4.5.1.0.9.7;0.4.5.1.0.9.7.0;-600 / 600;1
0.4.5.1.0.9.7;0.4.5.1.0.9.7.1;-600 / 600;1
0.4.5.1.0.9.7;0.4.5.1.0.9.7.2;-600 / 600;1
0.4.5.1.0.0.0.0;0.4.5.1.0.0.0.0.0;100 / 100;0
0.4.5.1.0.0.0.0;0.4.5.1.0.0.0.0.1;200 / 200;0
0.4.5.1.0.0.0.0;0.4.5.1.0.0.0.0.3;100 / 100;0
0.4.5.1.0.0.0.0;0.4.5.1.0.0.0.0.6;100 / 100;0
0.4.5.1.0.0.0.0;0.4.5.1.0.0.0.0.9;100 / 100;0
0.4.5.1.0.0.0.1;0.4.5.1.0.0.0.1.1;100 / 100;0
0.4.5.1.0.0.0.1;0.4.5.1.0.0.0.1.3;200 / 200;0
0.4.5.1.0.0.0.1;0.4.5.1.0.0.0.1.8;100 / 100;0
0.4.5.1.0.0.0.1;0.4.5.1.0.0.0.1.9;200 / 200;0
0.4.5.1.0.0.0.2;0.4.5.1.0.0.0.2.0;100 / 100;0
0.4.5.1.0.0.0.2;0.4.5.1.0.0.0.2.1;100 / 100;0
0.4.5.1.0.0.0.2;0.4.5.1.0.0.0.2.2;100 / 100;0
0.4.5.1.0.0.0.2;0.4.5.1.0.0.0.2.5;100 / 100;0
0.4.5.1.0.0.0.2;0.4.5.1.0.0.0.2.8;100 / 100;0
0.4.5.1.0.0.1.0;0.4.5.1.0.0.1.0.0;100 / 100;0
0.4.5.1.0.0.1.0;0.4.5.1.0.0.1.0.4;100 / 100;0
0.4.5.1.0.0.1.0;0.4.5.1.0.0.1.0.5;300 / 300;0
0.4.5.1.0.0.1.0;0.4.5.1.0.0.1.0.8;100 / 100;0
0.4.5.1.0.0.1.1;0.4.5.1.0.0.1.1.1;100 / 100;0
0.4.5.1.0.0.1.1;0.4.5.1.0.0.1.1.2;200 / 200;0
0.4.5.1.0.0.1.1;0.4.5.1.0.0.1.1.3;100 / 100;0
0.4.5.1.0.0.1.1;0.4.5.1.0.0.1.1.5;100 / 100;0
0.4.5.1.0.0.1.1;0.4.5.1.0.0.1.1.8;100 / 100;0
0.4.5.1.0.0.1.2;0.4.5.1.0.0.1.2.0;100 / 100;0
0.4.5.1.0.0.1.2;0.4.5.1.0.0.1.2.2;100 / 100;0
0.4.5.1.0.0.1.2;0.4.5.1.0.0.1.2.3;100 / 100;0
0.4.5.1.0.0.1.2;0.4.5.1.0.0.1.2.4;100 / 100;0
0.4.5.1.0.0.1.2;0.4.5.1.0.0.1.2.5;100 / 100;0
0.4.5.1.0.0.2.0;0.4.5.1.0.0.2.0.0;200 / 200;0
0.4.5.1.0.0.2.0;0.4.5.1.0.0.2.0.2;100 / 100;0
0.4.5.1.0.0.2.0;0.4.5.1.0.0.2.0.4;200 / 200;0
0.4.5.1.0.0.2.0;0.4.5.1.0.0.2.0.6;100 / 100;0
0.4.5.1.0.0.2.1;0.4.5.1.0.0.2.1.1;200 / 200;0
0.4.5.1.0.0.2.1;0.4.5.1.0.0.2.1.4;100 / 100;0
0.4.5.1.0.0.2.1;0.4.5.1.0.0.2.1.6;300 / 300;0
0.4.5.1.0.0.2.2;0.4.5.1.0.0.2.2.2;100 / 100;0
0.4.5.1.0.0.2.2;0.4.5.1.0.0.2.2.3;200 / 200;0
